Samples,Factors,L-alanine,L-arginine,L-asparagine,L-aspartate,L-cysteine,L-glutamate,L-glutamine,glycine,L-histidine,L-leucine/L-isoleucine,L-lysine,L-methionine,L-phenylalanine,L-proline,L-serine,L-threonine,L-tryptophan,L-tyrosine,L-valine,L-cystine,AMP,dAMP,Adenosine,Adenine,GMP,Cytosine,dTMP,Uracil,IMP,Hypoxanthine,Allantoate,"3',5'-Cyclic AMP",Pyridoxal,Nicotinamide,NAD+,Glutathione,Glutathione disulfide,Cys-Gly,gamma-L-Glutamyl-D-alanine,gamma-Glutamyl-gamma-aminobutyrate,S-Adenosyl-L-homocysteine,Ornithine,Putrescine,Spermidine,Spermine,N-Glycoloyl-neuraminate,Homocarnosine,Creatine,Creatinine,Guanidinoacetate,Pantothenol,Pantetheine,Hypotaurine,L-Methionine S-oxide,5-Hydroxyindoleacetate,Indole,Indole-3-acetaldehyde,Indolepyruvate,6-Hydroxykynurenic acid,kynurenine,N-formyl kynurenine,Picolinic acid,2-Aminomuconate,8-Methoxykynurenate,L-Adrenaline,Ectoine,Ethanolamine phosphate,N-Methylethanolamine phosphate,Acetylcholine,Choline,acyl-C2 (acetyl-carnitine),acyl-C3 (propionyl-carnitine),acyl-C4 (butanoyl-l-carnitine),acyl-C4-DC,acyl-C5 (isovalerylcarnitine),acyl-C5-OH,acyl-C6 (hexanoyl-l-carnitine),acyl-C8 (L-octanoylcarnitine,acyl-C8:1 (octenoyl-l-carnitine),acyl-C10:1 (O-Decenoyl-L-carnitine),Tryptophan 13C11,Indole-Pyruvate 13C11,L-Formylkynurenine 13C11,Kynurenine 13C10
MA0-1,Growth condition:Attached | time (h):0 | treatment:none | Sample source:Breast cancer cells,6830986,2511757,209355.1,7449806,219048.1,14181840,19284010,2820082,2727932,68393240,1809147,20012320,28012290,9198369,2264009,9722377,18065400,33385800,12522550,23033.34,7646136,69238.63,387584.1,38875.61,692803,40309.96,27616.1,15144.98,1558.804,9247.591,68062.15,181867.9,119323.7,2010769,624752.6,108554500,10833050,1266743,348798.7,37400.89,74576.34,80131.27,18060.61,51919.88,49727.21,0,0,61123820,914282.9,64930.86,3945234,11549.12,386670.5,485767,765944,386031.4,48406.06,684634.9,3389.379,2422862,275631.8,943965.3,27998.13,0,40883.43,61550.86,308975.4,914505.2,1605650,21433870,4750652,1842895,5385721,228006.1,837436.2,103192.6,5949680,9798811,157935.1,214526.3,17180,1813,0,2245
MS610-48-2,Growth condition:Suspension | time (h):48 | treatment:10µM 68c091 | Sample source:Breast cancer cells,580810.9,652615,106879.9,521927.2,2155059,1617340,2023465,830107.6,1142792,3179295,335248.1,502012.9,1463628,1334514,1715336,721248,805108.2,1850167,2047646,19719.32,99647.16,10613,57634.73,34930.14,12029.17,2764.489,21552.73,15313.25,4005.215,281621.4,13449.51,134661.8,29467.66,1190734,111130.4,12056250,385311.5,152602.4,5970.938,2607.426,0,677979.4,20834.91,0,2989.74,14829.42,17109.28,1476493,845480.3,12913.85,589782.5,7217.27,57392.15,17755.83,981.1854,1243629,4088.852,18325.03,2091.084,2985.993,3012.263,947750.8,5816.613,18759.16,9866.942,42174.77,67099.49,66139.8,23462.55,6284440,63626.31,7547.641,52433.11,3474.529,81751.66,4850.418,41062.25,38860.89,38038.49,13231.17,3.08E+05,9.90E+02,1.43E+03,13191.08
MS610-48-3,Growth condition:Suspension | time (h):48 | treatment:10µM 68c091 | Sample source:Breast cancer cells,428386.8,393976,88537.65,449818.8,2547483,1422485,1513954,811158.7,651907.4,2729050,347815.2,444279,1068296,1077510,1234651,634919.5,889438.3,1473070,1440101,1800.034,104976.9,4734.681,71960.67,35764.64,12796.01,3815.449,16519.46,15355.21,4661.423,245529.8,38656.58,73936.09,16825.62,874851,78670.32,7848082,297278.3,88789.77,7741.559,1728.638,1071.02,817507.5,29258.63,0,0,27675.04,3603.612,952226.3,387589.6,10943.85,333145.7,1560.574,21688.56,22337.82,1372.994,1625959,3737.547,16346.53,2672.3,7739.554,867.5679,182911,0,5779.338,7322.08,28191.01,36840.5,20610.1,20052.79,2885100,28937.62,3072.191,50660.3,1240.111,89058.47,3063.764,39574.05,38666.05,45827.3,13062.24,2.60E+05,1.06E+03,2.91E+03,10847.36
MSA10-48-1,Growth condition:Suspension | time (h):48 | treatment:10µM AT0174 | Sample source:Breast cancer cells,2724886,3352751,536819.8,1948704,2239938,11323650,15915240,3461458,1946993,50268010,1029919,10657480,22180730,11082020,985797.5,4804141,2832036,29455590,6005550,31061.75,1693041,68999.65,953034.3,157475.7,270632.7,23888.01,47933.24,32176.45,73456.16,358051.2,28059.92,1546349,269279.6,3586633,1162873,205235800,5762042,2996585,210134.2,51928.67,90244.34,133537.4,564016.6,148684.9,157265.6,113706.6,0,43618880,7646554,348143.5,10902380,16139.04,229413.5,79195.38,39335.5,6514372,9535.157,428905.5,25018.4,102688.2,13278.32,1380702,18851.48,46616.92,137601.7,216062.3,493374.3,204523.9,196335.9,50720360,1058537,191989,175735.6,121578,126411.4,223856,156504.6,140370,51676.47,23880.41,6.95E+06,6.44E+02,9.85E+04,1234164.88
MSA10-48-2,Growth condition:Suspension | time (h):48 | treatment:10µM AT0174 | Sample source:Breast cancer cells,1551732,2478230,459953.2,1080568,1362107,7696238,8076796,1634819,1065532,38722150,479298.4,10068460,20344190,8335162,463713.2,2384375,3568501,23697550,5241664,31746.8,2100893,105658.6,1430760,178506.6,443888,23130.09,55444.87,26177.07,98835.13,446987.5,36093.4,2509516,636649.7,5632800,1182609,213410400,5507274,3112520,214216.1,98083.5,130218.8,137252,429022,218000.8,223030.6,100018.2,16482.72,35673100,5274030,211762.5,13863690,19838.61,141788.9,332378.5,25861.12,4114260,9293.39,397842.8,37586.74,76054.88,9179.782,1308723,30319.16,15914.54,161400.9,557294.2,432146.1,178785.6,284243.2,48998430,870691.7,147948.8,149813.5,118003.1,93361.16,422297.1,100229.5,100037,23901.76,8943.378,5.88E+06,8.41E+02,6.90E+04,1714132.12
MSA10-48-3,Growth condition:Suspension | time (h):48 | treatment:10µM AT0174 | Sample source:Breast cancer cells,1554259,2869229,228056.9,1616379,1339114,8115284,10547450,2341886,2032866,23421900,753568.2,5910696,11240650,6922434,1385848,2941692,2625331,11766070,4484266,20138.37,4558362,41026.97,1193821,210603.8,469273.5,40926.25,50903.64,34308.15,89426.37,253651.9,98767.93,1058076,105481.8,2609953,783866.8,100771700,3572271,1500521,144697.2,36789.28,64056.43,272845.8,144792.2,24210.51,9133.828,78281.41,5325.323,23452100,1124598,132757.1,4219524,11668.98,221180.6,44436.26,15652.1,3843346,14489.43,120784.2,53749.44,33874.44,2464.379,1270508,13941.3,54502.93,50082.9,211938.8,603354,129618.8,82613.15,31169520,219093.8,31812.99,34769.04,66165.47,67302.14,88911.34,45107.15,45745.49,52551.45,9860.726,3.53E+06,7.84E+02,1.62E+05,4361045.5
MSA1-48-1,Growth condition:Suspension | time (h):48 | treatment:1µM AT0174 | Sample source:Breast cancer cells,1316048,2236634,183575.2,921744,1348649,6788944,7376826,1624713,1143262,15524060,582204.9,4762320,10082060,5009609,391051.4,1782258,1319532,12502310,4444608,26912.95,2279599,44361.83,1181509,89300.1,258656.4,21689.56,59203,13742.36,18804.79,123060.6,34165.74,605805.5,358561.6,3175264,657721.1,83264830,6568098,1250508,142320.5,35776.28,58840.69,107358.6,167673,20493.49,40977.93,59159.13,10842.79,26360300,2877148,117365.9,6569322,7249.816,107314.6,205340.5,42205.82,1356597,7707.108,134228.1,21127.47,127134.6,9767.477,1162450,9570.126,4455.813,76891.06,246773.6,401060.8,322807.4,120545,31413660,431668.3,99420.66,143910.2,81500.38,50236.74,198793.9,58898.84,47394.77,20550.59,6393.518,4.48E+06,1.00E+03,2.44E+05,5986881.5
MSA1-48-2,Growth condition:Suspension | time (h):48 | treatment:1µM AT0174 | Sample source:Breast cancer cells,1899899,3249489,430390.8,1691925,1963814,10494600,10109770,2283321,1490256,30510250,944635.7,7500834,13911960,8637323,689786.8,2886603,2217216,18169890,4633218,39412.81,2932011,65091.95,1475646,197021.7,456577,36254.9,51813.61,34555.34,205213,1784744,35664.08,1563886,285974.5,3920007,883544.3,154504800,4069585,2286811,197255.2,86654.03,112634,107308.7,562278.2,131422.8,89835.43,97630.06,2476.521,36856740,4273318,228703.3,9022434,12125.12,197687.4,87052.01,63386.02,4244820,11233.09,237133.7,25377.33,159087.8,7019.949,1511341,17430.78,31348.6,93195.22,206971.4,537041.5,226234.3,188473.1,53497090,495161.6,85661.9,104527.4,114565,71369.21,231988.2,86435.9,140518.6,38683.02,10726.81,3.96E+06,8.10E+02,7.42E+04,956120.69
MSA1-48-3,Growth condition:Suspension | time (h):48 | treatment:1µM AT0174 | Sample source:Breast cancer cells,1197451,1801890,218851.1,1191963,1724549,7268062,8251072,1816190,1060438,19565800,511454,5975908,9539407,6183530,511467.2,2178144,1178548,12544230,4129795,31298.26,1571024,58358.28,908841.7,122788.3,239415.4,25658.2,22479.81,15526.34,43474.94,254307.7,39056.77,963986.5,268649.7,3454595,745034.9,114871400,2963216,1693551,198565.1,50012.79,63217.61,123730,137410.7,11249.69,47944.05,50677.48,10548.54,21453380,3666054,138755.2,5039564,5177.686,149082.1,158067.9,35174.5,1964592,9766.31,191833.8,39516.39,88947.24,7384.873,975048.7,29266.42,21613.51,53578.11,210428.2,380773.3,193986.8,104659.8,33544390,399912.9,81806.34,103494.1,81592.26,60750.58,160097.5,48444.03,74525.06,27640.32,4096.457,2.88E+06,1.56E+03,2.73E+04,423699.88
MSD-48-1,Growth condition:Suspension | time (h):48 | treatment:DMSO | Sample source:Breast cancer cells,1011593,120673800,98441.65,1061486,1320816,5863362,6809696,1580852,1414048,13584950,746925.2,3285742,6152920,3838601,849616.8,1683308,917448.3,7734258,3520361,16965.21,746712.3,23442.09,624313.7,62665.1,67499.74,17182.27,16997.83,31845.58,23916.39,370650,77311.6,446618.3,111631.7,1644599,489873.9,45994700,2356945,623093.9,79116.5,26322.29,31178.85,480133.4,364828.7,33256.49,55251.42,48851.11,28058.36,13377020,1849505,93873.44,3447339,7922.014,107825.5,100749.1,32506.09,1454698,4065.839,104555.6,3366.384,121468.7,5355.496,562547.8,12654.26,17621.36,40318.82,45904.91,316832.7,50852.39,64655.76,21047800,275399.8,73109.48,68843.84,41146.4,93845.48,81709.68,40882.78,97786.52,26189.95,5398.508,1.31E+06,1.15E+03,7.65E+04,1565569.5
MSD-48-2,Growth condition:Suspension | time (h):48 | treatment:DMSO | Sample source:Breast cancer cells,2004317,3793952,314499.9,1753449,2365500,9027775,9294349,2239189,1375120,27095040,995011.9,6699784,14955780,8083034,861619.1,3023347,2702665,16823770,4781722,39345.96,2059624,72077.23,1288158,174320,302714.2,22806.38,51898.34,32378.64,129029.4,961768.8,105536.7,1094534,208564.2,2760456,821883.1,127926500,5425846,1841134,165793.9,75008.37,110311.6,438223,1132934,170890.7,39694.65,47950.8,5548.62,32917860,5280260,223154.8,7736692,16989.47,175124.1,79873.12,119519.9,3576530,4432.257,247101.6,66456.95,392806.8,14596.2,909573,19885.8,36521.3,94071.5,35881.03,446462.2,225477,169022.5,43021740,804013.5,112253.3,145704.1,80955.05,132728.7,209936.4,91341.09,136663.4,33328.46,12830.8,2.66E+06,1.05E+03,8.19E+04,2142691.25
MSD-48-3,Growth condition:Suspension | time (h):48 | treatment:DMSO | Sample source:Breast cancer cells,3895798,4111718,470389.1,3008481,1956609,14393870,16214520,4258996,2877132,44617030,1901521,9511729,26535460,13233740,2917267,5717158,7663242,27516160,7303732,39784.93,1654013,65175.3,581057.6,117353.6,357543.3,29141.99,91059.06,50705.48,68947.01,1294678,342263.4,1388542,223287.5,4391476,922119.9,175347300,3706694,2457196,141317.1,68207.34,72337.8,1882019,379351.2,345727.9,412131.8,126681.9,0,44508440,9083511,337723,8946293,23337.62,268453.1,54794.38,184033,5164214,27168.59,370884,15863.17,517609.4,24675.89,2527932,26701.39,41758.61,103801.7,195584.9,699560.5,371676.8,164280.4,54493790,950148.2,219684.7,174532.8,99935.16,222917.8,252340.9,138978.6,188341.4,62779.93,28179.83,3.44E+06,6.95E+02,7.61E+04,1308726.62
MAT-24-1,Growth condition:Attached | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,426441,2216310,289275,220331.2,969321,1234854,3615117,815868.7,299475.4,32692010,741410.9,5120180,12434750,2190792,160683.2,862173.9,945734.6,12162610,2741460,17842.61,4653022,156613.4,20702620,1896821,1004593,30226.51,185052.5,105592.6,487837.8,754138.8,33719.75,367548.5,302365.8,2480990,355789.4,93687650,9718407,1355956,25549.3,53622.16,134474.8,60719.21,3087340,2429938,406126.4,507586.1,24905.6,18209320,983651.5,66103.38,15785610,17566.72,25686.3,402935.4,287608.6,798085.5,9692.985,351001.5,38348.04,875228.1,54295.42,994888.6,25330.44,54907.66,202285.3,105650.8,90903.69,239432,116740.9,117470900,1440482,592712.5,323303.6,50698.34,254776.5,419057.7,289921.1,134681.7,32834.1,10408.7,NA,NA,NA,NA
MAT-24-2,Growth condition:Attached | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,489519.2,2251526,229863.3,354152.2,2082751,1676833,4656538,903935.7,479678.3,17516970,779033.2,3447672,6692240,2438535,299490.5,1303818,952147.7,7574238,2242605,14274.33,968194.3,89354.21,1247549,172351.9,181432.9,13809.93,14604.15,40975,150599.6,559393.4,37144.96,251921.3,124669.9,2014079,370012.5,95438010,1505904,1314757,16852.12,48546.02,37409.02,68737.98,899453.9,172226.4,70111.8,301972,19153.46,18383110,4360668,63819.07,7781854,11879.16,54529.9,157816,128968.4,422180,3961.823,164692.8,16017.37,344544,33804.69,803131.1,24200.93,77107.24,93602.26,143350.4,113308.5,136532.3,76714.27,97245660,1266515,335924.7,177180.5,30721.18,169218.5,188223.2,161984.3,114483.8,47152.59,14055.73,NA,NA,NA,NA
MAT-24-3,Growth condition:Attached | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,370132.2,2440046,274330.5,170798.6,1439660,1172032,3321835,832775.7,254478.4,24070150,784367.4,4937928,12449530,1937799,173982.1,755104,1234324,11411440,2655652,15525.92,879154.5,156532.8,2050311,216934.4,137702.3,11840.98,67095.18,36045.5,112476.9,476750.8,41699.25,428954.1,293487.8,3533787,485247.5,131668200,4815156,1844807,36204.79,66809.43,128921.1,87814.06,2560798,1905018,285243.7,471551.5,42042.25,16457310,1640922,48420.55,12333510,11015.11,21150.07,321763.7,204146.3,647523.1,8562.747,337646.1,48351.16,617808.5,71796.25,971836.3,34290.23,84649.74,144197,78394.18,99529.48,174975.8,140718.1,113242200,2129706,594384.8,275472.8,72800.34,176451.7,360091.7,186257.5,158967.8,42002.53,11488.6,NA,NA,NA,NA
MAV-24-1,Growth condition:Attached | time (h):24 | treatment:Vehicle | Sample source:Breast cancer cells,565289.1,3096526,183865.8,457099.7,3037043,2341158,4208179,784421.1,718958.7,27690120,1008829,8350418,12654140,3030100,252443.8,1006175,970918.1,12123030,3460161,13074.97,7376470,82583.44,18674400,1492467,1495218,35435.95,22415.08,58382.04,89279.99,207438.4,12318.66,310857.3,254595.5,1984685,349719.8,112413100,1274344,1639761,19625.08,49847.98,89353.75,114329.9,861412,212722.2,103494.3,3000.941,12343.52,19913580,624124.6,96314.5,5615044,11410.65,33761.74,365340.1,181247.5,94939.09,3818.003,182867.6,19888.1,551275,21519.87,347011,15315.37,4026.557,60958.84,61441.71,114625,177927.5,78387.25,71555050,1100368,177318.6,175841.2,35159.11,98331.16,178507.5,155690.7,104435.9,30521.98,8429.776,NA,NA,NA,NA
MAV-24-2,Growth condition:Attached | time (h):24 | treatment:Vehicle | Sample source:Breast cancer cells,326336.4,1759940,144813.6,258791,1298021,1386439,2191737,666243.9,423081.2,12388980,484098.1,5073442,8064286,1672323,100416.4,521829.7,706457.7,7780086,2161349,8243.386,2938362,87663.02,7439488,475898.9,406361.1,13372.45,7564.001,17446.47,48005.67,132245.2,16297.31,239471.2,261418.2,1915482,317076.6,107886900,829984.1,1608589,15792.99,40233.6,66285.12,31443.3,398857.2,211042.8,209624.1,463743.2,30473.78,11729840,1040185,43293.12,5015182,5201.919,11792.16,651925.7,95993.04,284446.2,7629.643,134602.2,17267.08,310172.7,11790.61,470051.1,13887.01,30769.66,52449.42,137681.5,90859.4,110157.6,72792.62,58523630,1074669,159694.7,142987.2,21605.81,71819.79,165901.6,98637.46,34569.16,16409.23,5831.522,NA,NA,NA,NA
MAV-24-3,Growth condition:Attached | time (h):24 | treatment:Vehicle | Sample source:Breast cancer cells,416344.9,2135274,174228.1,314560.2,1809871,1622545,2963335,873728.8,475612.8,30211090,757375.2,4284944,14166050,2541688,235749.4,762769.8,1561545,10947900,2564539,16108.93,4862600,103095.9,4760660,533866.9,1025093,20016.23,43782.55,48567.15,75730.12,463623.8,44045.12,455510,147953.7,1582827,294068.7,89080780,953061,1229948,15884.61,25267.23,60696.48,198697.8,880809.2,366336.8,77648.52,500992.5,11437.06,14330860,189635.5,56250.39,5168630,11322.44,20300.4,105144.3,181854.4,667050.3,11413.08,280639.3,23201.27,580384.8,25702.9,910109.6,13340.58,86337.39,62376.23,285880.5,101018.1,127580.7,72213.46,86319910,769582.5,133368.6,138187.7,32936.01,138769.3,120588.8,117000.5,79668.3,41948.44,13522.2,NA,NA,NA,NA
MAT-48-1,Growth condition:Attached | time (h):48 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,701011.2,3218669,174875,802187.4,2643666,2719325,7848292,1892474,661769.6,10466290,1097993,3078745,4247190,2534634,708210.8,1941419,521011.2,5187106,2203585,0,5510306,55559.16,5329214,528905.8,623699.1,27456.38,15800.65,41873.89,69334.8,226273.5,64136.04,57350.9,88258.74,2182362,357541.5,90283220,1163483,1291627,49287.44,31714.89,43400.52,349851.7,1342490,377771.9,57816.63,364054.1,33354.39,20196070,442710.4,117956.8,5105556,10117.32,78634.2,91112.66,41427.89,496751.5,6220.201,59600.56,41075.47,114917.4,7108.377,775195,14989.66,59140.89,55762.29,41917.29,301267,142568.9,57812.02,50644210,461319.2,106960,50227.86,32154.81,116918.8,195391.8,49608.26,54535.54,44076.07,11203.08,NA,NA,NA,NA
MAT-48-2,Growth condition:Attached | time (h):48 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,600862.6,4217986,190671,887962.6,2242111,3314810,10333470,2619258,804463.6,13891540,1099835,3649237,5233804,2987888,808692.2,2147772,977817.5,5994022,2220356,7374.991,413678.6,64229.61,239984.9,57296.82,48401.05,13320.78,24950.87,25683.67,38259.21,241278.3,18853.19,161216.8,81234.2,2258560,502798.7,115292800,1519509,1556787,31972.57,40416.04,35918.46,244907.1,1460855,311760.1,39643.74,417108,19331.97,19139550,4979856,148490.8,6771632,6230.452,110198,44952.93,45776.26,555150.8,4786.543,73196.24,24772.12,132478.6,14414.3,768272,18794.26,85676.25,77409.46,31961.28,497160.8,153767.5,63966,60572290,852158.7,129148.8,37395.11,41490.95,96626.88,193017.2,62292.17,80966.57,48454.89,10941.01,NA,NA,NA,NA
MAT-48-3,Growth condition:Attached | time (h):48 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,563937.2,2698859,147035.9,945866.6,2278514,3043736,8658460,2184581,721037,9678702,783928,2795688,4482190,2595795,670109.1,1998273,608549.1,4767470,2248214,3891.058,417632.5,75453.18,254455.5,74321.2,63388.81,51704.71,3557.066,24232.29,35063.52,180796.7,11547.56,101373.1,59134.24,2447250,430461,101345400,1010446,1402189,35648.64,29697.89,27254.32,119743.9,195708.9,43692.21,55599.41,274197.1,20925.7,17524660,3943568,120875.8,5541884,6275.49,110045.5,40862.23,41153.57,388963.6,2609.454,52468.25,15187.9,123018.3,17336.39,554114.4,15736,70120.22,64793.65,143522.4,346139.4,99613.97,46336.43,55734400,760580.9,128543.4,38929.9,33471.42,78103.58,153029.9,57542.74,78594.3,39748.7,8409.687,NA,NA,NA,NA
MAV-48-1,Growth condition:Attached | time (h):48 | treatment:Vehicle | Sample source:Breast cancer cells,1081632,5541250,185781.1,2821725,2077952,8733041,15132400,2265339,2058689,32850580,1467925,9786431,12295230,5271720,1076905,3242593,2557066,12233300,5848578,8277.286,2507112,53085.79,812121.9,123674.8,247958,27040.87,27079.09,21973.38,30143.16,216843.5,73305.52,161488.6,229600.2,2292017,599106.5,111752100,1720530,1545974,33853.71,46282.44,42932.93,393800.9,217612.6,71133.42,52710.11,363135.2,32726.81,31045640,2340731,248323.9,5218680,6959.803,186036.8,84715.08,201613.9,418102.5,13894.51,151390.4,14966.99,579015.3,33541.94,927306.1,6167.745,53785.36,60859.21,152372.9,722324,209698,120026.5,47957880,665188.2,155357,118281.2,41461.01,63594.79,234087,135335,128853.5,37267.42,8365.931,15546600,81438,888779,6131638
MAV-48-2,Growth condition:Attached | time (h):48 | treatment:Vehicle | Sample source:Breast cancer cells,1094262,7039438,215250.4,2921502,1904430,9759151,15224370,2581865,2042011,35344180,2008906,10617390,14501170,6856842,877891.2,3117549,1927297,15007200,5980014,13287.74,1595339,61788.14,481237.4,79974.06,183864.6,28231.98,17161.61,21430.48,32710.49,114364.5,55663.34,294946.4,241629.8,2682395,965213,165559000,2201790,2356995,37713.6,59334.71,72654.66,157345,1002626,383656,96652.81,461679.9,33482.15,41277080,3667401,248408.8,7203048,9090.609,218287.6,78646.59,271927.8,592093.8,9130.052,189890.6,23677.98,870257.8,40928.68,1510816,9731.604,63343.37,96101.22,54143.28,897911.8,173549.9,130528.2,69219980,1014913,194938.9,168295.8,63291.22,112017.9,339633.2,161918.4,167100.3,32416.05,11165.74,18850170,34470,512986,2547430
MAV-48-3,Growth condition:Attached | time (h):48 | treatment:Vehicle | Sample source:Breast cancer cells,700480.7,4189201,141716,1244790,1445745,4807496,6964852,1318416,1301544,20230340,1048890,7047856,11208330,3658276,431797.9,1486141,1723323,11802690,4345104,16934.06,597335.2,67942.55,427595,56311.95,86391.48,18338.55,16840.17,9887.004,11575.18,110114.1,55594.59,135404.8,242096.5,2378348,529592.2,104302200,1468207,1529525,36269.93,44332.36,35217.75,193236,229438.2,42526.09,37652.53,487798.2,37554.8,23441850,2521302,147793.4,4348302,5379.773,74590.17,201810.7,187869.3,332383.9,9296.223,158319.2,9411.708,620895.8,33082.43,777196.5,9332.856,49741.3,62881.33,203975.8,315937,120175.1,94902.74,46766740,1039547,209215.2,149120.6,45526.11,68785.35,255005.8,124292.4,74486.42,10559.51,10404.97,12474580,53609,1047146,4455918
MST-24-1,Growth condition:Suspension | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,1083885,1268880,244331.6,507051.9,1923720,2899631,7120370,1790097,827358.6,21393270,356723.5,5647968,10795740,4640320,472244.1,2105001,719759.8,12413520,3558383,14681.75,8433169,71871.3,3329389,312030.7,1051836,21153.14,34796.73,33655.22,81997.25,474207.8,46472.61,1678581,232202.6,2831696,426277.2,128263900,2125832,1779456,77703.53,58936.34,79128.74,163372.9,736132.4,108132.3,4441.715,442161.6,32772.8,32536110,545213.1,60683.84,11042450,11544.93,96960.85,311706.6,142715.4,588597.3,6759.031,217920.9,24084.59,401964.7,16949.71,492907,22515.98,50158.82,147830.2,179031.5,150472.8,296948.9,183291.9,46482640,844314.8,419675.5,224210.4,45420.47,181484.4,252022.7,222836.8,179836.1,30586.05,11276.55,4296972,30979,48111,598960
MST-24-2,Growth condition:Suspension | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,1482888,1742507,286705.6,778198.7,2004033,3646959,9338723,2493732,1518574,20690370,606148.9,5508660,8269398,5500402,1270131,2847595,1671269,11576460,3519192,16782.23,1628010,71157.18,2148964,237287.8,275892.5,15798.13,18100.1,54124.43,101620.3,486437.4,84149.12,1719610,141623.5,2464048,484741.5,126916900,1739079,1834434,53970.88,53478,48242.5,435928.1,516688.2,91577.15,64777.18,309718.3,14954.55,28816300,4196972,51027.36,9476495,16228.05,130076.1,74703.27,87292.81,521081.7,7438.055,179368.2,17849.54,280439.6,24251.03,855312.3,26378.6,75796.69,110617.5,144590.5,218315,259348.1,114252.6,48504680,1396219,313637.5,201206.6,36330.29,82345.18,168249.7,179861.2,198643,47787.8,16049.08,3346338,31961,96409,707263
MST-24-3,Growth condition:Suspension | time (h):24 | treatment:NFkB cocktail  10 ng/ml IL1b + 10 ng/ml TNFa | Sample source:Breast cancer cells,1806604,1820202,438659.1,763038,1991331,4729618,12141920,3331219,1065320,43766240,734529.9,8400795,19128160,7272416,669435.2,3699487,758940.3,21471370,4177065,9105.26,1876474,100920.5,1799622,231307.9,310176.7,20281.35,36635.16,45685.12,152534.3,885332.7,0,3005398,239637.6,2427770,606891.2,180854300,3684410,2477769,87645.41,69234.9,69667.27,48762.13,1016688,196800.8,140221.5,488757.8,13545.27,48827790,6762014,95699.54,18567550,19292.61,170792.2,87355.62,199644,913671.1,5059.915,380601.4,31463.93,645183.3,54437.77,1191184,26319.26,81319.37,216320,270399.4,252672.1,363371.4,193875,70515610,2241898,528157.6,320001.1,67842.77,208688.1,305420.8,238389,244605.3,37556.42,13228.48,6532172,26547,117971,678895
MSV-24-1,Growth condition:Suspension | time (h):24 | treatment:Vehicle | Sample source:Breast cancer cells,2277022,2548876,419179.2,1119384,1319395,6552882,10101030,2612929,1510487,101341900,865376,18088930,39024230,8478923,544916.2,3217890,3347101,42221800,8599150,31240.97,19487640,117788.9,41750650,3862314,3817083,58377.93,202225.2,141870.3,290032.4,580910.8,67454.07,3033510,424161.3,4752052,688300.1,180932500,9623468,2346453,107472.6,88664.85,210619.3,169359.3,1057188,364169.1,28436.69,427457.1,11054.71,48635800,612129.5,266169.7,18375060,31043.72,139236.2,216872.8,551737.8,671509.9,20439.12,795065.2,57107.26,1555747,19881.8,564023.4,20599.71,52762.36,210765.9,852750.8,266140.4,151889.2,290708,81194060,242060.6,342363.8,388078.6,123295.7,360337.6,618695.8,218174.2,93760.23,36519.55,16308.15,1454043,2520,557484,4935986
MSV-24-2,Growth condition:Suspension | time (h):24 | treatment:Vehicle | Sample source:Breast cancer cells,1202414,1710554,322806.1,656858.4,1421027,4049156,6434956,1353810,950754.8,80280220,677190.8,13212840,40084270,5732842,332637.2,1524933,3912234,33842450,6124670,22284.24,15491300,192171.3,57027840,5068204,3876238,60114.76,87415.66,159301.6,377946.8,940656.6,89824.12,3215754,688301.1,5550890,497841.2,208972200,3175019,3118690,69031.84,87483.53,216877.9,190080.6,1697122,2476750,254542.5,429585.9,14482.29,36615620,358218.4,115479.9,20306620,29956.72,91305.96,412785.3,436761.1,446146.8,12897.7,891978.8,24336.35,1266711,11938.55,548355.9,26214.52,73554.47,255940.9,786947.4,196182.3,203485,238539.9,72122790,370141.2,367768.7,442791.5,120141.5,484336.2,725636.6,89002.05,62948.81,34672.57,4144.747,4128354,17381,298850,2741011
